lang	pool	index	translation
lzh	outcome.success.hard.pool	16	"風雪無辭。
故足跡為真。"
lzh	outcome.success.hard.pool	17	"高處無聲。
爾猶至焉。"
lzh	outcome.success.hard.pool	18	"非疾者勝。
不亂者至。"
lzh	outcome.success.hard.pool	19	"冰下有光。
爾識其處。"
lzh	outcome.success.hard.pool	20	"時如刃。
爾不避鋒。"
lzh	outcome.success.hard.pool	21	"遠處閉，
近處開。"
lzh	outcome.success.hard.pool	22	"爾立界上，
而界不奪爾。"
lzh	outcome.success.hard.pool	23	"天色冷然。
心火未滅。"
lzh	outcome.success.hard.pool	24	"萬物皆輕，
唯所擇為重。"
lzh	outcome.success.hard.pool	25	"步寡而準。
故道開。"
lzh	outcome.success.hard.pool	26	"終局無言。
唯位可證。"
lzh	outcome.success.hard.pool	27	"群影退，
爾猶在前。"
lzh	outcome.success.hard.pool	28	"寒意逼近，
爾不改向。"
lzh	outcome.success.hard.pool	29	"地記爾步，
風不能除。"
lzh	outcome.success.hard.pool	30	"此非偶然。
乃積行之果。"
lzh	outcome.success.hard.pool	31	"爾至難處，
難亦讓道。"
lzh	outcome.success.hard.pool	32	"沉默之中，
勝負已定。"
lzh	outcome.timeup.easy.pool	1	"時盡。
爾未盡也。"
lzh	outcome.timeup.easy.pool	2	"寶可待。
爾亦可復來。"
lzh	outcome.timeup.easy.pool	3	"且息一息。
復行一步。"
lzh	outcome.timeup.easy.pool	4	"今暫足矣。
更進於後。"
lzh	outcome.timeup.easy.pool	5	"道未閉。
但今日止此。"
lzh	outcome.timeup.easy.pool	6	"火未滅。
風已至。"
lzh	outcome.timeup.easy.pool	7	"足跡尚淺。
然已印於地。"
lzh	outcome.timeup.easy.pool	8	"未得其寶，
亦非空行。"
lzh	outcome.timeup.easy.pool	9	"時過，
道猶存。"
lzh	outcome.timeup.easy.pool	10	"未至其終，
已離其始。"
lzh	outcome.timeup.easy.pool	11	沙猶記步。
lzh	outcome.timeup.easy.pool	12	"光退。
然目已見之。"
lzh	outcome.timeup.easy.pool	13	"此刻止，
後刻可續。"
lzh	outcome.timeup.easy.pool	14	"毋急。
道不為急者開。"
lzh	outcome.timeup.easy.pool	15	"今日未竟，
可為明日之始。"
lzh	outcome.timeup.easy.pool	16	"鐘止。
心未止。"
lzh	outcome.timeup.normal.pool	1	"距離已減。
時不相從。"
lzh	outcome.timeup.normal.pool	2	"圖猶開。
可復來。"
lzh	outcome.timeup.normal.pool	3	"寶尚遠。
然其信為真。"
lzh	outcome.timeup.normal.pool	4	"時既落，
道猶未合。"
lzh	outcome.timeup.normal.pool	5	"爾幾近矣。
近亦可證。"
lzh	outcome.timeup.normal.pool	6	"風先至，
人未及。"
lzh	outcome.timeup.normal.pool	7	"此敗非終。
乃路之一節。"
lzh	outcome.timeup.normal.pool	8	"目已知其方。
足猶須再行。"
lzh	outcome.timeup.normal.pool	9	"靜默。
唯時過耳。"
lzh	outcome.timeup.normal.pool	10	"勝負之事，
終同沙粒。"
lzh	outcome.timeup.normal.pool	11	"今日不得，
未必明日不得。"
lzh	outcome.timeup.normal.pool	12	"天不為一刻止，
爾亦勿止。"
lzh	outcome.timeup.normal.pool	13	"未取其寶，
已識其重。"
lzh	outcome.timeup.normal.pool	14	"地猶在。
道猶在。"
lzh	outcome.timeup.normal.pool	15	"時奪其果，
不奪其義。"
lzh	outcome.timeup.normal.pool	16	"所失者一局，
非其道也。"
lzh	outcome.timeup.normal.pool	17	"鐘聲既盡，
餘音猶存。"
lzh	outcome.timeup.normal.pool	18	"風掩足跡，
不掩其向。"
lzh	outcome.timeup.normal.pool	19	"復來之日，
此地將識爾。"
lzh	outcome.timeup.normal.pool	20	"止於此，
非終於此。"
lzh	outcome.timeup.hard.pool	1	"極光亦淡。
持一新步而來。"
lzh	outcome.timeup.hard.pool	2	"一刻已逝。
其義未逝。"
lzh	outcome.timeup.hard.pool	3	"天猶運行。
爾亦可然。"
lzh	outcome.timeup.hard.pool	4	"寒風不問願。
唯問足猶行否。"
lzh	outcome.timeup.hard.pool	5	"時如冰裂。
其聲已至。"
lzh	outcome.timeup.hard.pool	6	"未至中心，
中心已知爾來。"
lzh	outcome.timeup.hard.pool	7	"難處不赦人。
亦不欺人。"
lzh	outcome.timeup.hard.pool	8	"今失其寶，
猶得其向。"
lzh	outcome.timeup.hard.pool	9	"雪覆其路，
非滅其路。"
lzh	outcome.timeup.hard.pool	10	"未竟之局，
可為明日之證。"
lzh	outcome.timeup.hard.pool	11	"天色已冷。
心勿冷。"
lzh	outcome.timeup.hard.pool	12	"風奪其聲，
不奪其志。"
lzh	outcome.timeup.hard.pool	13	"未入其門，
已至門前。"
lzh	outcome.timeup.hard.pool	14	"冰猶在。
足亦可復至。"
lzh	outcome.timeup.hard.pool	15	"黑暗合。
然光嘗在其中。"
lzh	outcome.timeup.hard.pool	16	"時不待人。
人可復行。"
lzh	outcome.timeup.hard.pool	17	"未得者，
未必永不得。"
lzh	outcome.timeup.hard.pool	18	"敗非辱。
亂乃辱。"
lzh	outcome.timeup.hard.pool	19	"今日止步，
非永止也。"
lzh	outcome.timeup.hard.pool	20	"星位已過，
天圖猶在。"
lzh	outcome.timeup.hard.pool	21	"路狹且寒，
故一步有重。"
lzh	outcome.timeup.hard.pool	22	"風雪急。
爾猶前進。"
lzh	outcome.timeup.hard.pool	23	"此局不仁，
亦不虛。"
lzh	outcome.timeup.hard.pool	24	"未勝。
然非空也。"
lzh	outcome.timeup.hard.pool	25	"終聲已鳴。
其意猶留。"
lzh	outcome.timeup.hard.pool	26	"寶在遠。
爾亦猶在。"
lzh	outcome.timeup.hard.pool	27	"若復來，
此寒非初見也。"
lzh	outcome.timeup.hard.pool	28	"失其時，
未失其道。"
lzh	outcome.timeup.hard.pool	29	"沉默既下。
爾猶可起。"
lzh	outcome.timeup.hard.pool	30	"冰光既遠，
記憶猶近。"
lzh	outcome.timeup.hard.pool	31	"此敗有形，
其學無形。"
lzh	outcome.timeup.hard.pool	32	"爾與終點相望，
尚未相逢。"
lzh	outcome.timeup.hard.pool	33	"風閉其門，
明日可復叩。"
lzh	outcome.timeup.hard.pool	34	"星辰不語，
然嘗照爾。"
lzh	outcome.timeup.hard.pool	35	"道難。
故足跡有價。"
lzh	outcome.timeup.hard.pool	36	"時盡於此。
志可不盡。"
lzh	outcome.timeup.hard.pool	37	"今日寒勝。
來日未必。"
lzh	outcome.timeup.hard.pool	38	"局止。
人未止。"
