lang	pool	index	translation
lzh	outcome.success.normal.pool	12	"終至此。
真猶堅然。"
lzh	outcome.success.normal.pool	13	"汝行至終。
記之：擇此道者，汝也，非他人也。"
lzh	outcome.success.normal.pool	14	"時入沉默，
於心深處得其所。"
lzh	outcome.success.normal.pool	15	"天變之時，
事亦至其終。"
lzh	outcome.success.normal.pool	16	"水面既靜，
天復掩其深。"
lzh	outcome.success.normal.pool	17	"足音已止，
唯其地猶存。"
lzh	outcome.success.normal.pool	18	"光靜而下，
群影皆退。"
lzh	outcome.success.normal.pool	19	"風止。
萬物各歸其所。"
lzh	outcome.success.normal.pool	20	"片刻寂然。
天地復定其息。"
lzh	outcome.success.normal.pool	21	"跡深刻於沙——
在風所不能及之處。"
lzh	outcome.success.normal.pool	22	"衡復矣。
萬事若為此刻而來。"
lzh	outcome.success.normal.pool	23	"賽畢。
明矣。得矣。
足矣。"
lzh	outcome.success.normal.pool	24	"賽畢。
道能承之，
汝亦能承之。"
lzh	outcome.success.normal.pool	25	"天猶運行。
汝亦可然。"
lzh	outcome.success.normal.pool	26	"賽畢。
靜然之果。
實功之重。"
lzh	outcome.success.normal.pool	27	汝但行天地置於目前之道。
lzh	outcome.success.normal.pool	28	"地不崩。
以其信汝足也。"
lzh	outcome.success.normal.pool	29	此刻合於星辰古律。
lzh	outcome.success.normal.pool	30	"汝非取物。
乃有所悟。"
lzh	outcome.success.normal.pool	31	"汝非勝物。
但見真如其真。"
lzh	outcome.success.normal.pool	32	"汝非奪此地。
汝本屬於此。"
lzh	outcome.success.normal.pool	33	"汝行一徑，
其古過於記憶。"
lzh	outcome.success.normal.pool	34	"地無所拒。
以其識汝也。"
lzh	outcome.success.normal.pool	35	此刻合於星辰之靜。
lzh	outcome.success.hard.pool	1	"北風之中，
明辨久於速。"
lzh	outcome.success.hard.pool	2	"非幸也。
乃向也。"
lzh	outcome.success.hard.pool	3	"世未改。
汝之位已改。"
lzh	outcome.success.hard.pool	4	"其果猶存。
其位已易。"
lzh	outcome.success.hard.pool	5	"冰與琉璃之間，
汝擇其制。"
lzh	outcome.success.hard.pool	6	"浪既默，
海復取其幽深。"
lzh	outcome.success.hard.pool	7	"寶猶有待。
來日更行他徑。"
lzh	outcome.success.hard.pool	8	"天未變。
變者汝也。"
lzh	outcome.success.hard.pool	9	"一刻已過。
所餘者，序也。"
lzh	outcome.success.hard.pool	10	"冬誠也。
汝之行亦然。"
lzh	outcome.success.hard.pool	11	"星辰一瞬得其位。
汝見之矣。"
lzh	outcome.success.hard.pool	12	"遠近既合。
時未然。"
lzh	outcome.success.hard.pool	13	"世之法不移。
汝亦立焉。"
lzh	outcome.success.hard.pool	14	"汝過寒光，
而不失其準。"
lzh	outcome.success.hard.pool	15	"玻璃將裂而未裂。
汝亦未折。"
lzh	outcome.success.hard.pool	16	"風雪無辭。
故足跡誠。"
lzh	outcome.success.hard.pool	17	"高處無聲。
汝猶至之。"
lzh	outcome.success.hard.pool	18	"非疾者勝。
不亂者至。"
lzh	outcome.success.hard.pool	19	"冰下有光。
汝識其處。"
lzh	outcome.success.hard.pool	20	"時如刃。
汝不避其鋒。"
lzh	outcome.success.hard.pool	21	"遠處閉合，
近處開焉。"
lzh	outcome.success.hard.pool	22	"汝立於界上，
而界不奪汝。"
lzh	outcome.success.hard.pool	23	"天色冷然。
心火未滅。"
lzh	outcome.success.hard.pool	24	"一切皆輕，
唯選擇有重。"
lzh	outcome.success.hard.pool	25	"步少而準。
故道開。"
lzh	outcome.success.hard.pool	26	"終局無言。
惟位可證。"
lzh	outcome.success.hard.pool	27	"群影退後，
汝仍在前。"
lzh	outcome.success.hard.pool	28	"寒意逼近，
汝不改向。"
lzh	outcome.success.hard.pool	29	"地記汝步，
雖風不能除。"
lzh	outcome.success.hard.pool	30	"此非偶然。
乃積行之果。"
lzh	outcome.success.hard.pool	31	"汝至難處，
難處亦讓路。"
lzh	outcome.success.hard.pool	32	"沉默之中，
勝負已定。"
lzh	outcome.timeup.easy.pool	1	"時盡矣。
汝未盡也。"
lzh	outcome.timeup.easy.pool	2	"寶可待。
汝亦可再來。"
lzh	outcome.timeup.easy.pool	3	"且一息。
復一息。"
lzh	outcome.timeup.easy.pool	4	"今暫足矣。
更進一步。"
lzh	outcome.timeup.easy.pool	5	"路未閉。
但今日止於此。"
lzh	outcome.timeup.easy.pool	6	"火未滅。
但風已至。"
lzh	outcome.timeup.easy.pool	7	"足跡尚淺。
然已在地上。"
lzh	outcome.timeup.easy.pool	8	"未得寶，
亦非空行。"
lzh	outcome.timeup.easy.pool	9	時過而道存。
lzh	outcome.timeup.easy.pool	10	"汝未至終，
但已離始。"
lzh	outcome.timeup.easy.pool	11	沙仍記其步。
lzh	outcome.timeup.easy.pool	12	"光退，
然眼已見之。"
lzh	outcome.timeup.easy.pool	13	"此刻止，
來刻可續。"
lzh	outcome.timeup.easy.pool	14	"不必急。
道不以急者開。"
lzh	outcome.timeup.easy.pool	15	"今日之未竟，
可為明日之始。"
lzh	outcome.timeup.easy.pool	16	"鐘止。
心未止。"
lzh	outcome.timeup.normal.pool	1	"距離減矣。
時未從之。"
lzh	outcome.timeup.normal.pool	2	"圖猶開。
復來。"
lzh	outcome.timeup.normal.pool	3	"寶尚在遠處，
然信號為真。"
lzh	outcome.timeup.normal.pool	4	"時已落下，
道猶未合。"
lzh	outcome.timeup.normal.pool	5	"汝幾近矣。
近亦是一證。"
lzh	outcome.timeup.normal.pool	6	"風先至，
人未及。"
lzh	outcome.timeup.normal.pool	7	"此敗非盡。
乃路之一節。"
lzh	outcome.timeup.normal.pool	8	"眼已知其方。
足尚須再行。"
lzh	outcome.timeup.normal.pool	9	"靜默。
唯時過耳。"
lzh	outcome.timeup.normal.pool	10	"勝負者，
終亦沙粒。"
lzh	outcome.timeup.normal.pool	11	"今日不得，
未必明日不得。"
lzh	outcome.timeup.normal.pool	12	"天不為一刻止，
汝亦毋止。"
lzh	outcome.timeup.normal.pool	13	"未取其寶，
然已識其重。"
lzh	outcome.timeup.normal.pool	14	"地仍在。
路仍在。"
lzh	outcome.timeup.normal.pool	15	"時奪其果，
不奪其義。"
lzh	outcome.timeup.normal.pool	16	"汝所失者一局，
非其道也。"
lzh	outcome.timeup.normal.pool	17	"鐘聲已盡，
餘音猶在。"
lzh	outcome.timeup.normal.pool	18	"風掩足跡，
不掩方向。"
lzh	outcome.timeup.normal.pool	19	"再來之時，
此地將識汝。"
lzh	outcome.timeup.normal.pool	20	"止於此，
非終於此。"
lzh	outcome.timeup.hard.pool	1	"極光亦會淡。
更持一步而來。"
lzh	outcome.timeup.hard.pool	2	"一刻滑去。
其義未去。"
lzh	outcome.timeup.hard.pool	3	"天猶運行。
汝亦可然。"
lzh	outcome.timeup.hard.pool	4	"寒風不問願。
但問足是否仍行。"
lzh	outcome.timeup.hard.pool	5	"時如冰裂。
聲已至耳。"
lzh	outcome.timeup.hard.pool	6	"未至中心，
然中心已知汝來。"
lzh	outcome.timeup.hard.pool	7	"難處不赦人。
然亦不欺人。"
lzh	outcome.timeup.hard.pool	8	"今失其寶，
猶得其向。"
lzh	outcome.timeup.hard.pool	9	"雪覆其路，
非滅其路。"
lzh	outcome.timeup.hard.pool	10	"未竟之局，
可成明日之證。"
lzh	outcome.timeup.hard.pool	11	"天色冷矣。
心勿冷。"
lzh	outcome.timeup.hard.pool	12	"風奪其聲，
不奪其志。"
lzh	outcome.timeup.hard.pool	13	"汝未入門，
然已至門前。"
lzh	outcome.timeup.hard.pool	14	"冰仍在。
足亦可再至。"
lzh	outcome.timeup.hard.pool	15	"黑暗合攏，
然光曾在其中。"
lzh	outcome.timeup.hard.pool	16	"時不待人。
然人可復行。"
lzh	outcome.timeup.hard.pool	17	"未得者，
未必永不得。"
lzh	outcome.timeup.hard.pool	18	"敗非辱。
亂乃辱。"
lzh	outcome.timeup.hard.pool	19	"汝今日止步，
非永遠止步。"
lzh	outcome.timeup.hard.pool	20	"星位已過，
然天圖仍在。"
lzh	outcome.timeup.hard.pool	21	"路狹而寒，
故一足已重。"
lzh	outcome.timeup.hard.pool	22	"風雪甚急，
汝猶曾前進。"
lzh	outcome.timeup.hard.pool	23	"此局不仁，
亦不虛。"
lzh	outcome.timeup.hard.pool	24	"未勝，
然未空。"
lzh	outcome.timeup.hard.pool	25	"終聲已鳴。
其意猶留。"
lzh	outcome.timeup.hard.pool	26	"寶在遠處。
汝亦仍在。"
lzh	outcome.timeup.hard.pool	27	"若再來，
此寒將非初見。"
lzh	outcome.timeup.hard.pool	28	"失其時，
未失其道。"
lzh	outcome.timeup.hard.pool	29	"沉默落下。
汝仍可起。"
lzh	outcome.timeup.hard.pool	30	"冰光既遠，
記憶猶近。"
lzh	outcome.timeup.hard.pool	31	"此敗有形，
其學無形。"
lzh	outcome.timeup.hard.pool	32	"汝與終點相望，
尚未相逢。"
lzh	outcome.timeup.hard.pool	33	"風合其門，
明日可再叩。"
lzh	outcome.timeup.hard.pool	34	"星辰不語，
但曾照汝。"
lzh	outcome.timeup.hard.pool	35	"道難，
故足跡有價。"
lzh	outcome.timeup.hard.pool	36	"時盡於此，
志可不盡。"
lzh	outcome.timeup.hard.pool	37	"今日寒勝。
來日未必。"
lzh	outcome.timeup.hard.pool	38	"局止，
人未止。"
