status	severity	file	line	text
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/CraftSpecialEmeraldCommand.java	48	"player.sendMessage(i18n.tr( player, ""command.craftSpecialEmerald.success"", ""&bYou crafted a Special Emerald using 3 diamonds!"" ));"
OK_I18N	P0_GUI_ITEM_BOOK	src/main/java/plugin/CustomRecipeLoader.java	60	"meta.setDisplayName(ChatColor.YELLOW + trDefault(""finalAudit.item.specialApple""));"
OK_I18N	P0_GUI_ITEM_BOOK	src/main/java/plugin/CustomRecipeLoader.java	80	"meta.setDisplayName(ChatColor.GRAY + trDefault(""finalAudit.item.specialIronBlock""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameMenu.java	63	player.sendMessage(ChatColor.GOLD + GameMenuFallbackTexts.BRAND_TITLE);
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameMenu.java	64	player.sendMessage(ChatColor.RED + GameMenuFallbackTexts.pluginNotReady(player));
OK_ALLOWED_DYNAMIC	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameMenu.java	93	player.sendMessage(colorize(raw));
OK_ALLOWED_DYNAMIC	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameMenu.java	141	player.sendMessage(colorize(raw));
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameMenu.java	242	player.sendMessage(colorize(plugin.getI18n().tr(actualLang, GameMenuKeys.UI_MENU_BOOK_OPEN_FAILED)));
OK_ALLOWED_DYNAMIC	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/GameMenu.java	246	meta.setTitle(title);
OK_ALLOWED_DYNAMIC	P2_BOOK_PAGE	src/main/java/plugin/GameMenu.java	248	meta.setPages(replaced);
OK_ALLOWED_DYNAMIC	P0_GUI_ITEM_BOOK	src/main/java/plugin/GameMenu.java	254	displayMeta.setDisplayName(displayName);
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameMenu.java	301	player.sendMessage(colorize(plugin.getI18n().tr(actualLang, GameMenuKeys.UI_MENU_BOOK_HOTBAR_GIVEN)));
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameMenu.java	302	player.sendMessage(colorize(plugin.getI18n().tr(actualLang, GameMenuKeys.UI_MENU_BOOK_HOTBAR_HINT)));
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameMenu.java	306	"player.sendMessage(colorize(plugin.getI18n().tr( actualLang, GameMenuKeys.UI_MENU_BOOK_LATEST_HINT, I18n.Placeholder.of(""{latestLabel}"", latestLabel) )));"
OK_COMMENT	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/GameOutcome.java	43	// player.resetTitle();
OK_COMMENT	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameOutcome.java	44	"// player.spigot().sendMessage(ChatMessageType.ACTION_BAR, new TextComponent(""""));"
OK_I18N	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/GameStageManager.java	995	"t.setCustomName(ChatColor.GOLD + """" + ChatColor.BOLD + trStage(""finalAudit.shop.treasureShop""));"
OK_ALLOWED_DYNAMIC	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/GameStageManager.java	996	t.setCustomNameVisible(true);
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/GameStageManager.java	1299	"player.sendMessage( ChatColor.AQUA + ""??? "" + ChatColor.GOLD + plugin.getI18n().tr(shopLang, ""gameplay.shop.hiddenPowerChat"") );  // 音：確実に聞こえるやつ"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	23	"sender.sendMessage(ChatColor.RED + trDefault(""command.lang.playersOnly"", ""command.lang.playersOnly""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	51	"player.sendMessage(ChatColor.GREEN + tr(player, ""command.lang.resetDone"", ""command.lang.resetDone""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	63	"player.sendMessage(ChatColor.AQUA + trp( player, ""command.lang.current"", java.util.Map.of(""lang"", displayName + "" ("" + current + "")""), ""command.lang.current"""
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	79	"player.sendMessage(ChatColor.RED + tr(player, ""command.lang.emptyCode"", ""command.lang.emptyCode""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	84	"player.sendMessage(ChatColor.RED + trp(player, ""command.lang.notAllowed"", java.util.Map.of(""lang"", lang), ""command.lang.notAllowed""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	85	"player.sendMessage(ChatColor.GRAY + trp(player, ""command.lang.allowedList"", java.util.Map.of(""allowed"", String.join("", "", allowed)), ""command.lang.allowedList""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	95	"player.sendMessage(ChatColor.GREEN + trByLang( lang, ""command.lang.changed"", ""command.lang.changed"", java.util.Map.of(""displayName"", displayName, ""lang"", lang)"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	102	"player.sendMessage(ChatColor.YELLOW + trByLang( lang, ""command.lang.changedButNotSaved"", ""command.lang.changedButNotSaved"", java.util.Map.of(""lang"", lang)"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	158	"player.sendMessage(ChatColor.AQUA + tr(player, ""command.lang.list.title"", ""command.lang.list.title""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	159	"player.sendMessage(ChatColor.GRAY + trp(player, ""command.lang.list.default"", java.util.Map.of(""default"", defaultLang), ""command.lang.list.default""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	160	"player.sendMessage(ChatColor.GRAY + trp(player, ""command.lang.list.allowed"", java.util.Map.of(""allowed"", String.join("", "", allowed)), ""command.lang.list.allowed""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	161	"player.sendMessage(ChatColor.GRAY + tr(player, ""command.lang.list.usage"", ""command.lang.list.usage""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	162	"player.sendMessage(ChatColor.GRAY + tr(player, ""command.lang.list.gui"", ""command.lang.list.gui""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LangCommand.java	174	"player.sendMessage(ChatColor.RED + tr(player, ""command.lang.guiNotReady"", ""command.lang.guiNotReady""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LanguageSelectGui.java	71	"player.sendMessage(ChatColor.YELLOW + tr(player, ""command.lang.guiTooManyShown""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LanguageSelectGui.java	80	"player.sendMessage(ChatColor.GRAY + colorize(trByLang(lang, ""gui.language.subtitle"")));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LanguageSelectGui.java	81	"player.sendMessage(ChatColor.GREEN + colorize( trByLang(lang, ""gui.language.selected"").replace(""{lang}"", currentDisplay + "" ("" + currentLang + "")"") )); player.sendMessage(ChatColor.GRAY + colorize(trByLang(lang, ""gui.language.reopenHint""))); }"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LanguageSelectGui.java	84	"player.sendMessage(ChatColor.GRAY + colorize(trByLang(lang, ""gui.language.reopenHint"")));"
OK_ALLOWED_DYNAMIC	P0_GUI_ITEM_BOOK	src/main/java/plugin/LanguageSelectGui.java	107	"meta.setDisplayName(ChatColor.AQUA + ""["" + label + ""] "" + langName + ChatColor.DARK_GRAY + "" ("" + lang + "")"");  List<String> lore = new ArrayList<>(); if (selected) {"
OK_CALL_START_OR_DYNAMIC	P0_GUI_ITEM_BOOK	src/main/java/plugin/LanguageSelectGui.java	119	meta.setLore(lore);
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LanguageSelectGui.java	172	"player.sendMessage(ChatColor.GREEN + colorize( trByLang(viewerLang, ""gui.language.saved"").replace(""{lang}"", displayName + "" ("" + selectedLang + "")"") )); player.sendMessage(ChatColor.GRAY + colorize(trByLang(viewerLang, ""gui.language.reopenHint""))); "
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LanguageSelectGui.java	175	"player.sendMessage(ChatColor.GRAY + colorize(trByLang(viewerLang, ""gui.language.reopenHint"")));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LanguageSelectGui.java	198	"player.sendMessage(ChatColor.YELLOW + tr(player, ""command.lang.guiCancelledGameMenu""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/LanguageSelectGui.java	200	"player.sendMessage(ChatColor.YELLOW + tr(player, ""command.lang.guiCancelledGameStart""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/MySQLManager.java	173	"sender.sendMessage(ChatColor.GREEN + trSender(sender, ""finalAudit.command.dbConnected""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/MySQLManager.java	175	"sender.sendMessage(ChatColor.RED + trSender(sender, ""finalAudit.command.dbNotConnected""));"
OK_ALLOWED_DYNAMIC	P0_CHAT_ACTIONBAR	src/main/java/plugin/OutcomeMessageService.java	779	player.sendMessage(ChatColor.WHITE + line);
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/QuoteFavoriteBookClickListener.java	75	"player.sendMessage(ChatColor.YELLOW + tr(player, ""favorites.empty.noFav""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/QuoteFavoriteBookClickListener.java	83	"player.sendMessage(ChatColor.GREEN + tr(player, ""command.quoteFavorite.latestSaved""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/QuoteFavoriteBookClickListener.java	85	"player.sendMessage(ChatColor.YELLOW + tr(player, ""command.quoteFavorite.latestNotSaved""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/QuoteFavoriteBookClickListener.java	156	"player.sendMessage(ChatColor.YELLOW + tr(player, ""favorites.empty.noFav""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/QuoteFavoriteBookClickListener.java	182	"player.sendMessage(ChatColor.YELLOW + tr(player, ""favorites.title"") + "":"");"
OK_ALLOWED_DYNAMIC	P0_CHAT_ACTIONBAR	src/main/java/plugin/QuoteFavoriteBookClickListener.java	187	player.sendMessage(ChatColor.WHITE + trimmed);
OK_I18N	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/QuoteFavoriteBookClickListener.java	271	"bm.setTitle(tr(player, ""favorites.title""));"
OK_I18N	P0_GUI_ITEM_BOOK	src/main/java/plugin/QuoteFavoriteBookClickListener.java	273	"bm.setDisplayName(ChatColor.AQUA + tr(player, ""favorites.title""));"
OK_ALLOWED_DYNAMIC	P2_BOOK_PAGE	src/main/java/plugin/QuoteFavoriteBookClickListener.java	278	bm.setPages(pages);
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/RankDebugCommand.java	49	"sender.sendMessage(plugin.getI18n().tr(""en"", ""finalAudit.command.playerOnly""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/RankDebugCommand.java	55	"player.sendMessage(tr(player, ""finalAudit.command.opOnly""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/RankDebugCommand.java	61	"player.sendMessage(tr(player, ""finalAudit.command.rankDebugOff""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/RankDebugCommand.java	67	"player.sendMessage(tr(player, ""finalAudit.command.rankUsage""));"
OK_COMMENT	P0_CHAT_ACTIONBAR	src/main/java/plugin/RankDebugCommand.java	138	// ✅ READMEにデバッグ文字を一切出さない（何もsendMessageしない） return true; }  // =========================
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/RankDebugCommand.java	149	"player.sendMessage(tr(player, ""finalAudit.command.rankNumberOnly""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/RankDebugCommand.java	154	"player.sendMessage(tr(player, ""finalAudit.command.rankOnlyOneToThree""));"
OK_COMMENT	P0_CHAT_ACTIONBAR	src/main/java/plugin/RankDebugCommand.java	161	"// player.sendMessage(""DEBUG: rank "" + rank + "" の演出だけ発動しました（ランキング/DBは変更なし）"");"
CHECK_DIRECT_LITERAL	P0_CHAT_ACTIONBAR	src/main/java/plugin/RankRewardManager.java	88	"player.sendMessage(chatRank + ChatColor.RESET + "" "" + ChatColor.GREEN + ""[Reward] "" + ChatColor.RESET + sub);  // ③ 音（気づく用：2つ重ねる） playSafe(player, Sound.ENTITY_PLAYER_LEVELUP, 1.0f, 1.2f);"
OK_I18N	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/RankRewardManager.java	382	"wo.setCustomName(ChatColor.LIGHT_PURPLE + """" + ChatColor.BOLD + trReward(player, ""finalAudit.reward.rainbowWolf""));"
OK_ALLOWED_DYNAMIC	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/RankRewardManager.java	383	wo.setCustomNameVisible(true);
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/RealtimeRankTicker.java	273	"p.sendMessage( ChatColor.AQUA + plugin.getI18n().tr(lang, ""ui.rankTicker.updated"").replace(""{which}"", which) ); }); p.playSound(p.getLocation(), Sound.UI_TOAST_IN, SoundCategory.PLAYERS, 0.25f, 1.3f);"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/StageCleanupCommand.java	25	"sender.sendMessage(ChatColor.RED + i18n.trDefault( ""command.stageCleanup.playersOnly"", ""command.stageCleanup.playersOnly"" )); return true;"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/StageCleanupCommand.java	34	"player.sendMessage(ChatColor.RED + i18n.tr( player, ""command.stageCleanup.managerNotReady"", ""command.stageCleanup.managerNotReady"" ));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/StageCleanupCommand.java	44	"player.sendMessage(ChatColor.AQUA + i18n.trp( player, ""command.stageCleanup.cleaned"", Map.of(""count"", String.valueOf(cleaned)), ""command.stageCleanup.cleaned"""
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	43	"sender.sendMessage(ChatColor.RED + tr(""finalAudit.command.exportMissingRoot""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	44	"sender.sendMessage(ChatColor.GRAY + tr(""finalAudit.command.exportExample""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	51	"sender.sendMessage(ChatColor.RED + tr(""finalAudit.command.exportCreateFolderFailed"").replace(""{path}"", dir.getAbsolutePath()));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	67	"sender.sendMessage(ChatColor.RED + tr(""finalAudit.command.exportNoLanguages""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	104	"sender.sendMessage(ChatColor.RED + tr(""finalAudit.command.exportFailed"").replace(""{lang}"", lang).replace(""{error}"", String.valueOf(t.getMessage())));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	108	"sender.sendMessage(ChatColor.GREEN + tr(""finalAudit.command.exportComplete"").replace(""{count}"", String.valueOf(written)));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	109	"sender.sendMessage(ChatColor.GRAY + tr(""finalAudit.command.exportOutputFolder"").replace(""{path}"", dir.getAbsolutePath()));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	112	"sender.sendMessage(ChatColor.YELLOW + tr(""finalAudit.command.exportSkippedExisting"").replace(""{langs}"", String.join("", "", skipped)));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	113	"sender.sendMessage(ChatColor.GRAY + tr(""finalAudit.command.exportOverwriteHint""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureExportLangCommand.java	116	"sender.sendMessage(ChatColor.AQUA + tr(""finalAudit.command.exportNextStep""));"
OK_I18N	P0_GUI_ITEM_BOOK	src/main/java/plugin/TreasureItemFactory.java	36	"meta.setDisplayName(ChatColor.translateAlternateColorCodes('&', i18n.trDefault(""items.specialEmerald.displayName"", ""items.specialEmerald.displayName"") ));  List<String> lore = new ArrayList<>();"
OK_CALL_START_OR_DYNAMIC	P0_GUI_ITEM_BOOK	src/main/java/plugin/TreasureItemFactory.java	47	meta.setLore(lore);
OK_I18N	P0_GUI_ITEM_BOOK	src/main/java/plugin/TreasureItemFactory.java	65	"meta.setDisplayName(ChatColor.translateAlternateColorCodes('&', i18n.tr(player, ""items.specialEmerald.displayName"", ""items.specialEmerald.displayName"") ));  List<String> lore = new ArrayList<>();"
OK_CALL_START_OR_DYNAMIC	P0_GUI_ITEM_BOOK	src/main/java/plugin/TreasureItemFactory.java	76	meta.setLore(lore);
OK_ALLOWED_DYNAMIC	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunGameEffectsPlugin.java	207	player.sendMessage(ChatColor.GOLD + chatMsg);
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	885	"player.sendMessage(ChatColor.GOLD + trPlayer(player, ""rank.command.timeTop10Title""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	901	"player.sendMessage( ChatColor.AQUA + trPlayer( player, ""rank.command.timeTop10Line"", I18n.Placeholder.of(""{rank}"", String.valueOf(rank)),"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	917	"player.sendMessage(ChatColor.GRAY + trPlayer(player, ""gameplay.pickup.scoreNone""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	922	"player.sendMessage(ChatColor.RED + trPlayer(player, ""rank.command.loadError""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	930	"player.sendMessage(ChatColor.RED + trPlayer(player, ""rank.command.dbUnavailable""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	941	"player.sendMessage(ChatColor.AQUA + trPlayer(player, ""rank.command.playsTitleWeekly""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	954	"player.sendMessage( ChatColor.AQUA + trPlayer( player, ""rank.command.playsLine"", I18n.Placeholder.of(""{rank}"", String.valueOf(rank)),"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	970	"player.sendMessage(ChatColor.GRAY + trPlayer(player, ""rank.command.weeklyEmpty""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	972	"player.sendMessage(ChatColor.DARK_GRAY + trPlayer(player, ""rank.command.weeklySwitch""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	977	"player.sendMessage(ChatColor.RED + trPlayer(player, ""rank.command.loadError""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	984	"player.sendMessage(ChatColor.RED + trPlayer(player, ""rank.command.dbUnavailable""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	994	"player.sendMessage(ChatColor.AQUA + trPlayer(player, ""rank.command.playsTitleAllTime""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1007	"player.sendMessage( ChatColor.AQUA + trPlayer( player, ""rank.command.playsLine"", I18n.Placeholder.of(""{rank}"", String.valueOf(rank)),"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1023	"player.sendMessage(ChatColor.GRAY + trPlayer(player, ""rank.command.allTimeEmpty""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1025	"player.sendMessage(ChatColor.DARK_GRAY + trPlayer(player, ""rank.command.allTimeSwitch""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1030	"player.sendMessage(ChatColor.RED + trPlayer(player, ""rank.command.loadError""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1037	"player.sendMessage(ChatColor.RED + trPlayer(player, ""rank.command.dbUnavailable""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1049	"player.sendMessage(ChatColor.AQUA + trPlayer(player, ""rank.command.playsTitleMonthly""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1062	"player.sendMessage( ChatColor.AQUA + trPlayer( player, ""rank.command.playsLine"", I18n.Placeholder.of(""{rank}"", String.valueOf(rank)),"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1078	"player.sendMessage(ChatColor.GRAY + trPlayer(player, ""rank.command.monthlyEmpty""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1080	"player.sendMessage(ChatColor.DARK_GRAY + trPlayer(player, ""rank.command.monthlySwitch""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1085	"player.sendMessage(ChatColor.RED + trPlayer(player, ""rank.command.loadError""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1143	"if (player == null) { sender.sendMessage(getI18n().tr(getConfig().getString(""language.default"", ""en""), ""finalAudit.command.playerOnlyConsoleNoOnline"")); return true; }"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1150	"player.sendMessage(ChatColor.RED + getI18n().tr(getPlayerLangOrDefault(player.getUniqueId()), ""finalAudit.command.reloadBlockedRunning""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1184	"p.sendMessage(ChatColor.YELLOW + getI18n().tr(getPlayerLangOrDefault(p.getUniqueId()), ""finalAudit.command.guiReloadedReopen""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1189	"player.sendMessage(ChatColor.GREEN + getI18n().tr(getPlayerLangOrDefault(player.getUniqueId()), ""finalAudit.command.treasureReloadDone""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1225	"player.sendMessage(ChatColor.RED + getI18n().tr(getPlayerLangOrDefault(player.getUniqueId()), ""finalAudit.command.languageGuiNotReady""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1241	"player.sendMessage(ChatColor.RED + getI18n().tr(getPlayerLangOrDefault(player.getUniqueId()), ""finalAudit.command.gameAlreadyRunning""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1278	"player.sendMessage(ChatColor.RED + getI18n().tr(getPlayerLangOrDefault(player.getUniqueId()), ""finalAudit.command.invalidDifficulty""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1305	"player.sendMessage(ChatColor.RED + getI18n().tr(getPlayerLangOrDefault(player.getUniqueId()), ""finalAudit.command.languageGuiNotReady""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1316	"player.sendMessage( ChatColor.GOLD + trPlayer( player, ""gameplay.pickup.gameEndTotalScore"", I18n.Placeholder.of(""{score}"", String.valueOf(score))"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1408	"player.sendMessage(ChatColor.RED + getI18n().tr(getPlayerLangOrDefault(player.getUniqueId()), ""finalAudit.command.gameAlreadyRunning""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1445	"player.sendMessage(ChatColor.RED + getI18n().tr(getPlayerLangOrDefault(player.getUniqueId()), ""finalAudit.command.languageGuiNotReady""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1481	"player.sendMessage( ChatColor.GOLD + trPlayer( player, ""gameplay.pickup.treasureFound"", I18n.Placeholder.of(""{name}"", itemName),"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/TreasureRunMultiChestPlugin.java	1517	"player.sendMessage( ChatColor.GREEN + trPlayer( player, ""gameplay.pickup.scoreAdded"", I18n.Placeholder.of(""{add}"", String.valueOf(add)),"
